Date,Mid
3 07 2019,1.22982
2 07 2019,1.22614
1 07 2019,1.22145
28 06 2019,1.22377
27 06 2019,1.21851
26 06 2019,1.22601
25 06 2019,1.22634
24 06 2019,1.21993
21 06 2019,1.20319
20 06 2019,1.19471
19 06 2019,1.19363
18 06 2019,1.19666
17 06 2019,1.20304
14 06 2019,1.2068
13 06 2019,1.20141
12 06 2019,1.20583
11 06 2019,1.19985
10 06 2019,1.19985
7 06 2019,1.19422
6 06 2019,1.18872
5 06 2019,1.18581
4 06 2019,1.18755
3 06 2019,1.18607
31 05 2019,1.18734
30 05 2019,1.18707
29 05 2019,1.18389
28 05 2019,1.17813
27 05 2019,1.17492
24 05 2019,1.17773
23 05 2019,1.18256
22 05 2019,1.17413
21 05 2019,1.17685
20 05 2019,1.1772
17 05 2019,1.17725
16 05 2019,1.17952
15 05 2019,1.18259
14 05 2019,1.18655
13 05 2019,1.18942
10 05 2019,1.19036
9 05 2019,1.18468
8 05 2019,1.18387
7 05 2019,1.18982
6 05 2019,1.19286
3 05 2019,1.18491
2 05 2019,1.18215
1 05 2019,1.17378
30 04 2019,1.17328
29 04 2019,1.17879
26 04 2019,1.17697
25 04 2019,1.17907
24 04 2019,1.17975
23 04 2019,1.1667
22 04 2019,1.16638
19 04 2019,1.16412
18 04 2019,1.15943
17 04 2019,1.15857
16 04 2019,1.16093
15 04 2019,1.1606
12 04 2019,1.16579
11 04 2019,1.16183
10 04 2019,1.16454
9 04 2019,1.16505
8 04 2019,1.16083
5 04 2019,1.16503
4 04 2019,1.18125
3 04 2019,1.17609
2 04 2019,1.17485
1 04 2019,1.17817
29 03 2019,1.18518
28 03 2019,1.1787
27 03 2019,1.17658
26 03 2019,1.17956
25 03 2019,1.18191
22 03 2019,1.18294
21 03 2019,1.1858
20 03 2019,1.18076
19 03 2019,1.17401
18 03 2019,1.17299
15 03 2019,1.17105
14 03 2019,1.17587
13 03 2019,1.17432
12 03 2019,1.17324
11 03 2019,1.18137
8 03 2019,1.17855
7 03 2019,1.17446
6 03 2019,1.17925
5 03 2019,1.18476
4 03 2019,1.19466
1 03 2019,1.19408
28 02 2019,1.18924
27 02 2019,1.1994
26 02 2019,1.19535
25 02 2019,1.19447
22 02 2019,1.19186
21 02 2019,1.18848
20 02 2019,1.19662
19 02 2019,1.19522
18 02 2019,1.20347
15 02 2019,1.20226
14 02 2019,1.19166
13 02 2019,1.19135
12 02 2019,1.18965
11 02 2019,1.18597
8 02 2019,1.19093
7 02 2019,1.18832
6 02 2019,1.19717
5 02 2019,1.19784
4 02 2019,1.19219
1 02 2019,1.1799
31 01 2019,1.18066
30 01 2019,1.17612
29 01 2019,1.18145
28 01 2019,1.17591
25 01 2019,1.17226
24 01 2019,1.17665
23 01 2019,1.17344
22 01 2019,1.17786
21 01 2019,1.18199
18 01 2019,1.17714
17 01 2019,1.17586
16 01 2019,1.17509
15 01 2019,1.17951
14 01 2019,1.1773
11 01 2019,1.1869
10 01 2019,1.18555
9 01 2019,1.18014
8 01 2019,1.18414
7 01 2019,1.17478
4 01 2019,1.16753
3 01 2019,1.17332
2 01 2019,1.16467
1 01 2019,1.16413
31 12 2018,1.16622
28 12 2018,1.16304
27 12 2018,1.15142
26 12 2018,1.15538
25 12 2018,1.1478
24 12 2018,1.14685
21 12 2018,1.13973
20 12 2018,1.14116
19 12 2018,1.14674
18 12 2018,1.13991
17 12 2018,1.13996
14 12 2018,1.14229
13 12 2018,1.13513
12 12 2018,1.13427
11 12 2018,1.13641
10 12 2018,1.14251
7 12 2018,1.14402
6 12 2018,1.13775
5 12 2018,1.13385
4 12 2018,1.11815
3 12 2018,1.11918
30 11 2018,1.11516
29 11 2018,1.1168
28 11 2018,1.11336
27 11 2018,1.11483
26 11 2018,1.11968
23 11 2018,1.1145
22 11 2018,1.1217
21 11 2018,1.12107
20 11 2018,1.12029
19 11 2018,1.11941
16 11 2018,1.12122
15 11 2018,1.12554
14 11 2018,1.12771
13 11 2018,1.12541
12 11 2018,1.12825
9 11 2018,1.12122
8 11 2018,1.12431
7 11 2018,1.11856
6 11 2018,1.11624
5 11 2018,1.11799
2 11 2018,1.12102
1 11 2018,1.12185
31 10 2018,1.11826
30 10 2018,1.12372
29 10 2018,1.12065
26 10 2018,1.11028
25 10 2018,1.11584
24 10 2018,1.10826
23 10 2018,1.09749
22 10 2018,1.0931
19 10 2018,1.08612
18 10 2018,1.08673
17 10 2018,1.0873
16 10 2018,1.09235
15 10 2018,1.0995
12 10 2018,1.09845
11 10 2018,1.08856
10 10 2018,1.09293
9 10 2018,1.08982
8 10 2018,1.08961
5 10 2018,1.08718
4 10 2018,1.09037
3 10 2018,1.09258
2 10 2018,1.08672
1 10 2018,1.07237
28 09 2018,1.07165
27 09 2018,1.07101
26 09 2018,1.07296
25 09 2018,1.06424
24 09 2018,1.06105
21 09 2018,1.06131
20 09 2018,1.06651
19 09 2018,1.06042
18 09 2018,1.05957
17 09 2018,1.05889
14 09 2018,1.06438
13 09 2018,1.06627
12 09 2018,1.06729
11 09 2018,1.06691
10 09 2018,1.06528
7 09 2018,1.06744
6 09 2018,1.07655
5 09 2018,1.08125
4 09 2018,1.08638
3 09 2018,1.07969
31 08 2018,1.0783
30 08 2018,1.07963
29 08 2018,1.08097
28 08 2018,1.07393
27 08 2018,1.07382
24 08 2018,1.07652
23 08 2018,1.07339
22 08 2018,1.06035
21 08 2018,1.06536
20 08 2018,1.06728
17 08 2018,1.05766
16 08 2018,1.05402
15 08 2018,1.05663
14 08 2018,1.05807
13 08 2018,1.06203
10 08 2018,1.05064
9 08 2018,1.05471
8 08 2018,1.05762
7 08 2018,1.05859
6 08 2018,1.05595
3 08 2018,1.05815
2 08 2018,1.05573
1 08 2018,1.05366
31 07 2018,1.06108
30 07 2018,1.06114
27 07 2018,1.06733
26 07 2018,1.05999
25 07 2018,1.05774
24 07 2018,1.05979
23 07 2018,1.06397
20 07 2018,1.06545
19 07 2018,1.06983
18 07 2018,1.0683
17 07 2018,1.07494
16 07 2018,1.07818
13 07 2018,1.07578
12 07 2018,1.07681
11 07 2018,1.07974
10 07 2018,1.06948
9 07 2018,1.06958
6 07 2018,1.06827
5 07 2018,1.0747
4 07 2018,1.0731
3 07 2018,1.07634
2 07 2018,1.0699
29 06 2018,1.06634
28 06 2018,1.06293
27 06 2018,1.07135
26 06 2018,1.05986
25 06 2018,1.0642
22 06 2018,1.06123
21 06 2018,1.05822
20 06 2018,1.0554
19 06 2018,1.05726
18 06 2018,1.0529
15 06 2018,1.06058
14 06 2018,1.04889
13 06 2018,1.04054
12 06 2018,1.04542
11 06 2018,1.0515
8 06 2018,1.04894
7 06 2018,1.04112
6 06 2018,1.04553
5 06 2018,1.04511
4 06 2018,1.04532
1 06 2018,1.0436
31 05 2018,1.04237
30 05 2018,1.03882
29 05 2018,1.04027
28 05 2018,1.04483
25 05 2018,1.04131
24 05 2018,1.05335
23 05 2018,1.06246
22 05 2018,1.06342
21 05 2018,1.05591
18 05 2018,1.06144
17 05 2018,1.07526
16 05 2018,1.07185
15 05 2018,1.07635
14 05 2018,1.06632
11 05 2018,1.06607
10 05 2018,1.05881
9 05 2018,1.06492
8 05 2018,1.06133
